pSale_hour,Sale date,Drink name,Milk type,Quantity,Revenue,Take Away,Syrup,Location
08:10,2026/03/25,Americano,Cream,1/,0,no,0,
08:10,2026/03/25,Cappuccino,Regular,/2,0,no,0,
08:16,20026/03/25,Latte,Oat milk,1,0,no,0,
08:17,2026/03/25,Americano,0,1/,0,no,0,
08:17,2026/03/25,Tea Iris Break,0,/2,0,no,0,
08:16,2026/03/25,Latte,Regular,1,0,yes,0,
08:15,2026/03/25,Flat White,Regular,1,0,no,0,
08:19,2026/03/25,Latte,Regular,1,0,no,0,
08:17,2026/03/25,Americano,0,1,0,no,0,
08:33,2026/03/25,Cappuccino,Regular,1,0,no,0,
08:29,2026/03/26,Latte,Almond,1/,0,,Vanilla,
08:29,2026/03/25,Cappuccino,Regular,/2,0,no,0,
08:19,2026/03/25,Cappuccino,Regular,1,0,no,0,
08:36,2026/03/25,Americano,0,1,0,no,0,
08:36,2026/03/25,Tea Iris Break,0,1,0,no,0,
08:29,2026/03/25,Tea Iris Break,Ice,1,0,no,0,
08:37,2026/03/25,Large French P,0,1,0,no,0,
08:35,2026/03/25,Cappuccino,Regular,2,0,no,0,
08:37,2026/03/25,Americano,0,2,0,no,0,
08:36,2026/03/25,Tea PP Mint,0,1,0,no,0,
08:38,2026/03/25,Americano,0,1,0,no,0,
08:37,2026/03/25,Americano,hot Milk OTS,1,0,no,0,
08:44,2026/03/25,Americano,0,1,0,no,0,
08:39,2026/03/25,Americano,0,1/,0,no,0,
08:39,2026/03/25,Cappuccino,Regular,/2,0,no,0,
09:17,2026/03/25,Flat White,Regular,1,0,no,0,
08:51,2026/03/25,D Espresso,0,1,0,no,0,
08:46,2026/03/25,Latte,Regular,1,0,yes,0,
08:49,2026/03/25,Large French P,0,1,0,no,0,
08:53,2026/03/25,Americano,0,1,0,yes,0,
08:52,2026/03/25,Americano,0,1,0,no,0,
08:53,2026/03/25,Americano,0,1/,0,no,0,
08:53,2026/03/25,Americano,0,/2,0,no,0,
08:53,2025/03/25,Hot Chocolate,Regular,/3,0,no,0,
08:53,2025/03/25,Hot Chocolate,Regular,/4,0,no,0,
08:56,2026/03/25,Americano,Oat milk OTS,1,0,no,0,
09:03,2026/03/25,Small French P,0,1,0,no,0,
09:06,2026/03/26,M French P,0,1,0,no,0,
09:07,2026/03/25,Flat White,Regular,1/,0,no,0,
09:07,2026/03/25,Tea Early Grey,0,/2,0,no,0,
09:11,2026/03/25,D Espresso,0,1/,0,no,0,
09:11,2026/03/25,Cappuccino,Regular,/2,0,no,0,
09:13,2026/03/25,Large French P,0,1,0,no,0,
09:16,2026/03/25,Americano,0,1,0,no,0,
09:28,2026/03/25,Flat White,Regular,1,0,no,0,
09:29,2026/03/25,Cappucino,Regular,1,0,no,0,
09:31,2026/03/25,Flat White,Regular,1,0,no,0,
09:34,2026/03/25,Americano,0,1,0,no,0,
09:33,2026/03/25,Hot Chocolate,Regular,1,0,no,0,
09:38,2026/03/25,Latte,Ice OAT,1,0,no,0,
09:51,2026/03/25,Flat White,Regular,1/,0,no,0,
09:51,2026/03/25,Large French P,0,/2,0,no,0,
09:48,2026/03/25,Macchiato,Regular,1,0,no,0,
09:35,2026/03/25,Americano,Cream,1,0,no,0,
09:58,2026/03/25,Americano,0,1/,0,no,0,
09:58,2026/03/25,Green tea,0,/2,0,no,0,
10:01,2026/03/25,Americano,0,2,0,no,0,
10:26,2026/03/25,Flat White,Regular,1/,0,no,0,
10:26,2026/03/25,Tea Iris Break,0,1/,0,no,0,
10:02,2026/03/25,Flat White,Regular,1,0,no,0,
,,,Regular,0,0,,0,Lemuels
08:53,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
09:00,2026/03/25,Latte,Regular,1,5.5,no,0,Lemuels
09:20,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
09:29,2026/03/25,Cappuccino,Regular,1/,5.5,no,0,Lemuels
09:29,2026/03/25,Large French P,0,/2,7,no,0,Lemuels
09:31,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
09:33,2026/03/25,Americano,0,1/,4.5,no,0,Lemuels
09:33,2026/03/25,Cappuccino,Regular,/2,5.5,no,0,Lemuels
09:33,2026/03/25,Flat White,Regular,/3,5.5,no,0,Lemuels
09:54,2026/03/25,Flat White,Regular,1/,5.5,no,0,Lemuels
09:54,2026/03/25,Flat White,Regular,/2,5.5,no,0,Lemuels
09:54,2026/03/25,Tea Iris Break,0,1,4.5,no,0,Lemuels
09:54,2026/03/25,Flat White,Regular,2,11,no,0,Lemuels
09:57,2026/03/25,Coke Cola,0,1,4.5,no,0,Lemuels
10:05,2026/03/25,Americano,0,2/,9,no,0,Lemuels
10:05,2026/03/25,Mocha,Regular,1/,6.5,no,0,Lemuels
10:05,2026/03/25,Cappuccino,Regular,1/,5.5,no,0,Lemuels
10:05,2026/03/25,Tea Iris Break,0,/2,4.5,no,0,Lemuels
10:11,2026/03/25,Americano Dec,0,1/,4.5,no,0,Lemuels
10:11,2026/03/25,Flat White,Regular,2/,5.5,no,0,Lemuels
10:05,2026/03/25,Small French P,0,1,5.5,no,0,Lemuels
10:17,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
10:32,2026/03/25,Flat White,Regular,1,5.5,no,0,Lemuels
10:42,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
10:53,2026/03/25,Cappuccino,Regular,1/,5.5,no,0,Lemuels
10:53,2026/03/25,Americano,hot Milk OTS,2/,4.5,no,0,Lemuels
10:54,2026/03/25,Tea Iris Break,0,1,4.5,no,0,Lemuels
10:58,2026/03/25,Americano,hot Milk OTS,1/,4.5,no,0,Lemuels
10:58,2026/03/25,Cappuccino,Regular,2/,5.5,no,0,Lemuels
10:59,2026/03/25,Flat White,Regular,1/,5.5,no,0,Lemuels
10:59,2026/03/25,Cappuccino,Regular,1/,5.5,no,0,Lemuels
10:59,2026/03/25,Cappuccino,Regular,1/,5.5,no,0,Lemuels
10:59,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
11:06,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
11:06,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
11:11,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
11:11,2026/03/25,Cappuccino,0,1,5.5,no,0,Lemuels
11:23,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
11:24,2026/03/25,Cappuccino,OAT MILK,1,5.5,no,0,Lemuels
11:24,2026/03/25,Orange Juice,0,1,6,no,0,Lemuels
11:30,2026/03/25,Flat White,Regular,1,5.5,no,0,Lemuels
11:33,2026/03/25,Large French P,0,1,7,no,0,Lemuels
11:35,2026/03/25,Diet Coke,0,1,4,no,0,Lemuels
11:37,2026/03/25,Tea MINT,0,1,4.5,no,0,Lemuels
11:37,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
11:36,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
12:30,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
12:30,2026/03/25,Orange Juice,0,1,6,no,0,Lemuels
12:38,2026/03/25,Diet Coke,0,1,4.5,no,0,Lemuels
12:38,2026/03/25,Diet Coke,0,1,4.5,no,0,Lemuels
12:31,2026/03/25,Spark Large,0,1,7,no,0,Lemuels
12:31,2026/03/25,Still W Large,0,1,7,no,0,Lemuels
12:20,2026/03/25,Spark Large,0,1,7,no,0,Lemuels
12:23,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
12:19,2026/03/25,Spark Large,0,1,7,no,0,Lemuels
11:46,2026/03/25,Tea MINT,0,1,4.5,no,0,Lemuels
11:38,2026/03/25,Tea Iris Break,0,1,4.5,no,0,Lemuels
11:38,2026/03/25,Tea Early Grey,0,1,4.5,no,0,Lemuels
12:06,2026?03/25,Pt GUINNES,0,1,7.5,no,0,Lemuels
12:06,2026/03/25,Pt GUINNES,0,1,7.5,no,0,Lemuels
12:06,2026/03/25,Pint Heneken,0,1,8,no,0,Lemuels
12:06,2026/03/25,Flat White,0,1,5.5,no,0,Lemuels
12:06,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
12:06,2026/03/25,Still W Small,0,1,4,no,0,Lemuels
12:54,2026/03/25,Latte,OAT MILK,1,5.5,no,0,Lemuels
12:58,2026/03/25,Flat White,Regular,1,5.5,no,0,Lemuels
13:00,2026/03/25,Spark Large,0,1,7,no,0,Lemuels
13:03,2026/03/25,Tea Iris Break,0,1,4.5,no,0,Lemuels
13:03,2026/03/25,Flat White,Regular,1,5.5,no,0,Lemuels
13:03,2026/03/25,Espresso,0,1,3.5,no,0,Lemuels
13:03,2026/03/25,Tea Lemon,0,1,4.5,no,0,Lemuels
13:03,2026/03/25,Coke Cola,0,1,4.5,no,0,Lemuels
13:26,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
13:26,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
13:31,2026/03/25,Coke Cola,0,1,4.5,no,0,Lemuels
13:31,2026/03/25,Coke Cola,0,1,4.5,no,0,Lemuels
13:30,2026/03/25,Latte,Coconut,1,5.5,no,0,Lemuels
13:30,2026/03/25,Cappuccino,Regular,1,6.5,no,Vanilla,Lemuels
13:43,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
13:43,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
13:46,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
13:36,2026/03/25,Tea Iris Break,0,1,4.5,no,0,Lemuels
13:54,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
14:09,2026/03/25,Pint Hophouse,0,1,8.5,no,0,Lemuels
14:33,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
14:33,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
14:33,2026/03/25,Indian Tonic,0,1,5.5,no,0,Lemuels
14:13,2026/03/25,Latte,Skinny,1,5.5,1,0,Lemuels
14:19,2026/03/25,Spark Small,0,1,4,no,0,Lemuels
14:23,2026/03/25,Coke Cola,0,1,4.5,no,0,Lemuels
14:23,2026/03/25,Sprite,0,1,4.5,no,0,Lemuels
13:22,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
13:22,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
13:22,2026/03/25,Macchiato,Regular,1,4,no,0,Lemuels
13:22,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
13:21,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
13:21,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
13:17,2026/03/25,Sgl Baileys,0,1,6.5,no,0,Lemuels
13:11,2026/03/25,Tea PP Mint,0,1,4.5,no,0,Lemuels
13:11,2026/03/25,Espresso,Regular,1,3.5,no,0,Lemuels
13:13,2026/03/25,Peroni 330,0,1,6.5,no,0,Lemuels
13:13,2026/03/25,Peroni 330,0,1,6.5,no,0,Lemuels
13:13,2026/03/25,Sgl Teelings,0,1,12,no,0,Lemuels
13:13,2026/03/25,Coke Cola,0,1,4.5,no,0,Lemuels
13:07,2026/03/25,Spark Large,0,1,7,no,0,Lemuels
13:07,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
13:05,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
13:05,2026/03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
15:00,2026?03/25,Cappuccino,Regular,1,5.5,no,0,Lemuels
15:00,2026/03/25,Cappuccino D,OAT MILK,1,5.5,no,0,Lemuels
15:07,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
15:07,2026/03/25,Americano,0,1,4.5,no,0,Lemuels
15:07,2026/03/25,Fanta Orange,0,1,4.5,no,0,Lemuels
14:48,2026/03/25,Tea Iris Break,0,1,4.5,no,0,Lemuels
14:44,2026/03/25,Cappuccino,OAT MILK,1,5.5,no,0,Lemuels
14:44,2026/03/25,Flat White,Regular,1,5.5,no,0,Lemuels
14:48,2026/03/25,Matcha,Coconut,1,6.5,no,0,Lemuels
14:48,2026/03/25,Latte,Regular,1,5.5,no,0,Lemuels
06:34,2026/03/26,Flat White,Regular,1,0,to go,0,Coburt
06:38,2026/03/26,Tea Camomile,0,1,0,no,0,
06:37,2026/03/26,Americano,0,1,0,no,0,
06:46,2026/03/26,Tea Iris Break,0,1,0,no,0,
06:49,2026/03/26,Americano,0,1,0,no,0,
06:56,2026/03/26,Americano,0,1,0,no,0,
06:56,2026/03/26,Americano,0,1,0,no,0,
06:57,2026/03/26,Large French P,0,1,0,no,0,
07:01,2026/03/26,Americano,0,1,0,no,0,
07:01,2026/03/26,Americano,0,1,0,no,0,
07:04,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:04,2026/03/26,Espresso Lungo,0,1,0,no,0,
07:07,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:09,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:10,2026/03/26,Small French P,0,1,0,no,0,
07:10,2026/03/26,Green tea,0,1,0,no,0,
07:10,2026/03/26,Small French P,0,1,0,no,0,
07:13,2026/03/26,Latte,Skinny milk,1,0,to go,Vanilla,
07:13,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:13,2026/03/26,Americano,0,1,0,no,0,
07:15,2026/03/26,Americano,0,1,0,no,0,
07:15,2026/03/26,Cappuccino,Skinny milk,1,0,no,0,
07:15,2026/03/26,D Espresso,0,1,0,no,0,
07:17,2026/03/26,Americano,0,1,0,no,0,
07:18,2026/03/26,Cappuccino,Aot Milk,1,0,no,0,
07:18,2026/03/26,Latte,Regular,1,0,no,0,
07:19,2026/03/26,Large French P,0,1,0,no,0,
07:22,2026/03/26,Large French P,0,1,0,no,0,
07:20,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:24,2026/03/26,Tea Iris Break,0,1,0,no,0,
07:25,2026/03/26,Americano,0,1,0,to go,0,
07:27,2026/03/26,Americano,0,1,0,no,0,
07:29,2026/03/26,Americano,Decaf,1,0,no,0,
07:30,2026/03/26,Latte,Regular,1,0,no,0,
07:31,2026/03/28,Chai Latte,Regular,1,0,no,0,
07:33,2026/03/26,Coke Cola,0,1,0,no,0,
07:31,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:33,2026/03/26,Green tea,0,1,0,no,0,
07:34,2026/03/26,Cappuccino,Regular,1,0,no,0,
07:36,2026/03/26,Americano,0,1,0,no,0,
07:37,2026/03/26,Chai Latte,Regular,1/,0,no,0,
07:37,2026/03/26,Americano,0,2/,0,no,0,
07:37,2026/03/26,Tea Iris Break,0,1,0,no,0,
07:39,2026/03/26,Americano,0,1,0,no,0,
07:38,2026/03/26,Flat White,Regular,1/,0,no,0,
07:38,2026/03/26,Green tea,0,2/,0,no,0,
07:41,2026/03/26,Flat White,Regular,1,0,no,0,
07:45,2026/03/26,Americano,0,1,0,no,0,
07:45,2026/03/26,Cortado,Regular,1,0,no,0,
07:45,2026/03/26,Americano,0,1,0,no,0,
07:48,2026/03/26,Americano,0,1,0,no,0,
07:48,2026/03/26,Chai Latte,Regular,1,0,to go,0,
07:48,2026/03/26,Green tea,0,1,0,no,0,
07:49,2026/03/26,Flat White,Regular,1/,0,no,0,
07:49,2026/03/26,Tea Iris Break,0,2/,0,no,0,
07:52,2026/03/26,Flat White,Coconut,1,0,no,0,
07:52,2026/03/26,D Espresso,0,1,0,to go,0,
07:53,2026/03/25,Tea Iris Break,0,1,0,no,0,
07:52,2026/03/26,Latte,Regular,1,0,no,0,
07:54,2026/03/26,Latte,Regular,1/,0,no,0,
07:54,2026/03/26,Americano,0,2/,0,no,0,
07:56,2026/03/26,D Espresso,0,1,0,no,0,
08:01,2026/03/26,Americano,0,1,0,no,0,
08:02,2026/03/26,Flat White,0,1,0,no,0,
08:04,2026/03/26,Tea Iris Break,0,1,0,no,0,
08:05,2026/03/26,Americano,0,1,0,no,0,
08:06,2026/03/26,Cappuccino,0,1,0,no,0,
08:07,2026/03/25,Latte,Regular,1/,0,no,0,
08:07,2026/03/25,Orange Juice,,2/,0,no,0,
08:07,2026/03/26,Latte,Regular,1,0,no,0,
08:12,2026/03/26,Americano,0,1,0,no,0,
08:12,2026/03/26,Americano,0,1,0,no,0,
08:12,2026/03/26,Tea Iris Break,0,1,0,no,0,
08:15,2026/03/26,Americano,0,1,0,no,0,
08:16,2026/03/26,Americano,0,1,0,no,0,
08:20,2026/03/26,D Espresso,0,1,0,no,0,
08:21,2026/03/26,Flat White,Regular,1,0,no,0,
08:27,2026/03/26,Tea Iris Break,0,1/,0,no,0,
08:27,2026/03/26,Cappuccino,Regular,2/,0,no,0,
08:28,2026/03/26,Americano,0,1/,0,no,0,
08:28,2026/03/26,Latte,Regular,2/,0,no,Vanilla,
08:27,2026/03/26,Tea Iris Break,0,1,0,no,0,
08:32,2026/03/26,Latte,Regular,1,0,no,0,
08:32,2026/03/26,ICE Latte,OAT MILK,1/,0,no,0,
08:32,2026/03/26,Americano,0,2/,0,no,0,
08:39,2026/03/26,ICE Latte,Regular,1,0,to go,0,
08:42,2026/03/26,Americano,0,1,0,no,0,
08:41,2026/03/26,Small French P,0,1,0,no,0,
08:41,2026/03/26,Large French P,0,1,0,no,0,
08:45,2026/03/26,Flat White,Regular,1,0,no,0,
08:45,2026/03/26,Large French P,0,1/,0,no,0,
08:45,2026/03/26,Cappuccino,Regular,2/,0,no,0,
08:45,2026/03/26,Latte,Regular,1/,0,no,0,
08:45,2026/03/26,Americano,0,2/,0,no,0,
08:47,2026/03/26,Cappuccino,Regular,1,0,no,0,
08:46,2026/03/26,Large French P,0,1,0,no,0,
08:46,2026/03/26,Latte,Regular,1,0,to go,0,
08:47,2026/03/26,Cappuccino,Regular,1,0,no,0,
08:48,2026/03/26,Americano,0,1,0,no,0,
08:49,2026/03/26,Tea Iris Break,0,1,0,no,0,
08:50,2026/03/26,Tea Iris Break,0,1/,0,no,0,
08:50,2026/03/26,Americano,0,2/,0,no,0,
08:52,2026/03/26,Cappuccino,Skinny,1,0,to go,0,
08:53,2026/03/26,Tea Iris Break,0,1,0,no,0,
08:53,2026/03/26,Americano,0,1,0,no,0,
08:56,2026/03/26,Latte,OAT MILK,1,0,no,0,
09:00,2026/03/26,Tea Iris Break,0,1/,0,no,0,
09:00,2026/03/26,Small French P,0,2/,0,no,0,
09:03,2026/03/26,Small French P,0,1,0,no,0,
09:05,2026/03/26,Americano,0,1,0,no,0,
09:03,2026/03/26,Americano,0,1,0,no,0,
09:06,2026/03/26,Large French P,0,1,0,no,0,
09:07,2026/03/26,Small French P,0,1,0,no,0,
09:07,2026/03/26,Americano,0,1,0,no,0,
09:12,2026/03/26,M French P,0,1/,0,no,0,
09:12,2026/03/26,Latte,Regular,2/,0,no,Vanilla,
09:16,2026/03/26,Americano,0,,0,no,0,
09:15,2026/03/26,Cappuccino,Regular,1,0,no,0,
09:25,2026/03/26,Americano,0,1,0,no,0,
09:28,2026/03/26,Americano,0,1/,0,no,0,
09:28,2026/03/26,Americano,0,2/,0,no,0,
09:25,2026/03/26,Green tea,0,1,0,no,0,
09:31,2026/03/26,Americano,0,1/,0,no,0,
09:31,2026/03/26,Spark Small,0,2/,0,no,0,
09:31,2026/03/26,Americano,0,1,0,no,0,
09:39,2026/03/26,Americano,0,1/,0,no,0,
09:39,2026/03/26,Americano,0,2/,0,no,0,
09:38,2026/03/28,Americano,0,1,0,no,0,
09:43,2026/03/26,Tea Iris Break,0,1,0,no,0,
09:42,2026/03/26,Tea Iris Break,0,1,0,no,0,
09:47,2026/03/26,Cappuccino,Regular,1/,0,no,0,
09:47,2026/03/26,Cappuccino,Regular,2/,0,no,0,
09:57,2026/03/26,Latte,Regular,1,0,no,0,
09:49,2026/03/26,ICE Latte,Regular,1,0,no,Vanilla,
09:50,2026/03/26,Latte,Decaf Oat,1,0,no,0,
09:51,2026/03/26,Americano,0,1,0,no,0,
09:49,2026/03/26,Americano,0,1/,0,no,0,
09:49,2026/03/26,Americano,0,2/,0,no,0,
09:55,2026/03/26,Tea Iris Break,0,1,0,no,0,
09:56,2026/03/26,Flat White,Regular,1/,0,no,0,
09:56,2026/03/26,Flat White,Regular,2/,0,no,0,
09:56,2026/02/26,Flat White,Regular,3/,0,no,0,
09:57,2026/03/26,Coke Cola,Regular,1,0,no,0,
10:01,2026/03/26,Americano,Decaf,1/,0,no,0,
10:01,2026/03/26,Tea Iris Break,0,2/,0,no,0,
06:35,2026/03/26,Americano,0,1,0,no,0,
09:49,2026/03/26,ICE Latte,Regular,1,0,no,Vanilla,
09:50,2026/03/26,Cappuccino,OAT MILK,1,0,no,0,
10:01,2026/03/26,Tea Iris Break,0,1,0,to go,0,
10:01,2026/03/26,Latte,Regular,1,0,to go,0,
10:05,2026/03/26,Cappuccino,Regular,1/,0,to go,0,
10:05,2026/03/26,ICE Americano,0,2/,0,to go,0,
10:05,2026/03/26,ICE Americano,0,1/,0,no,0,
10:05,2026/03/26,Tea Iris Break,0,2/,0,no,0,
10:11,2026/03/26,ICE Latte,Regular,1,0,no,0,
10:17,2026/03/26,Americano,0,1/,0,no,0,
10:17,2026/03/26,Tea Iris Break,0,2/,0,no,0,
10:16,2026/03/26,Americano,0,1/,0,no,0,
10:16,2026/03/26,Tea Iris Break,0,2/,0,no,0,
10:22,2026/03/26,Americano,0,1/,0,no,0,
10:22,2026/03/26,Americano,0,2/,0,no,0,
10:31,2026/03/26,Cortado,Regular,1/,0,no,0,
10:31,2026/03/26,D Espresso,0,2/,0,no,0,
10:36,2026/03/26,Americano,0,1/,0,no,0,
10:36,2026/03/26,Americano,0,2/,0,no,0,
06:35,2026/03/28,Chai Latte,Regular,1/,0,no,0,
06:35,2026/03/28,Latte,Regular,2/,0,no,Caramel,
06:35,2026/03/28,Latte,Regular,3/,0,no,Caramel,
06:35,2026/03/28,Mocha,Regular,4/,0,no,0,
06:38,2026/03/28,Cappuccino,Regular,1,0,no,0,
06:40,2026/03/28,Cappuccino,OAT MILK,1,0,no,0,
06:50,2026/03/28,Cappuccino,OAT MILK,1/,0,no,0,
06:50,2026/03/28,Ice Green Tea,0,2/,0,no,0,
06:54,2026/03/28,Cappuccino,Regular,1,0,no,0,
06:58,2026/03/28,Cappuccino,Regular,1,0,no,0,
07:02,2026/03/28,Large French P,0,1,0,no,0,
07:02,2026/03/28,Cappuccino,Regular,1,0,no,0,
07:10,2026/03/28,Tea Iris Break,0,1/,0,no,0,
07:10,2026/03/28,Tea Iris Break,0,2/,0,no,0,
07:14,2026/03/28,Flat White,Regular,1,0,no,0,
07:18,2026/03/28,ICE Latte,Regular,1,0,no,0,
07:20,2026/03/28,Americano,0,1/,0,no,0,
07:20,2026/03/28,Latte,OAT MILK,2/,0,no,0,
07:28,2026/03/28,Cappuccino,Regular,1,0,to go,0,
07:35,2026/03/28,Cappuccino,Regular,1,0,no,0,
07:35,2026/03/28,Hot Chocolate,Regular,1,0,no,0,
07:38,2026/03/28,Tea Iris Break,0,1,0,no,0,
07:40,2026/03/28,Flat White,Regular,1/,0,no,0,
07:40,2026/03/28,Flat White,Regular,2/,0,no,0,
07:37,2026/03/28,Latte,Regular,1/,0,no,0,
07:37,2026/03/28,Americano,Regular,2/,0,no,0,
07:58,2026/03/28,Latte,Regular,1/,0,no,0,
07:58,2026/03/28,Latte,Regular,2/,0,no,0,
07:58,2026/03/28,Large French P,0,3/,0,no,0,
07:54,2026/03/28,Americano,0,1/,0,no,0,
07:54,2026/03/28,Tea Iris Break,0,2/,0,no,0,
07:50,2026/03/28,Large French P,0,1,0,no,0,
07:49,2026/03/28,Tea Iris Break,0,1/,0,no,0,
07:49,2026/03/28,Tea Iris Break,0,2/,0,no,0,
07:49,2026/03/28,Americano,0,3/,0,no,0,
07:47,2026/03/28,Latte,Regular,1,0,to go,0,
07:39,2026/03/28,Cappuccino,Regular,1/,0,no,0,
07:39,2026/03/28,Hot Chocolate,Regular,2/,0,no,0,
08:05,2026/03/28,Americano,0,1/,0,no,0,
08:05,2026/03/28,Tea Iris Break,0,2/,0,no,0,
